Bahasa Indonesia,Bahasa Inggris,Matematika,Fisika,Biologi,Seni,Geografi,Sejarah,Pendidikan Jasmani,Kewirausahaan,Ekonomi,MBTI,Hobi,Gaya Belajar,Jurusan Kuliah
71,72,89,94,69,70,72,80,77,88,79,INTP,Coding,Kinestetik,Teknik Informatika
82,82,89,95,78,70,74,69,74,84,85,INTP,Game,Kinestetik,Teknik Informatika
75,78,87,83,73,54,73,75,75,78,74,INTP,Game,Visual,Teknik Informatika
72,71,91,95,70,52,63,68,68,90,72,ENTP,Coding,Visual,Teknik Informatika
71,70,98,95,76,72,64,66,76,76,77,ENTP,Game,Visual,Teknik Informatika
78,81,86,84,75,68,67,70,85,88,85,INTP,Coding,Kinestetik,Teknik Informatika
85,76,86,80,66,69,73,74,72,88,85,ENTP,Game,Visual,Teknik Informatika
80,78,88,95,75,67,75,73,85,84,74,INTP,Coding,Visual,Teknik Informatika
77,85,85,80,67,59,67,80,64,79,85,ENTP,Game,Kinestetik,Teknik Informatika
76,74,92,91,78,65,72,80,77,78,71,INTP,Coding,Auditori,Teknik Informatika
70,85,85,90,80,75,63,66,68,90,84,INTP,Coding,Kinestetik,Teknik Informatika
85,85,85,93,74,68,69,65,73,81,77,INTP,Coding,Kinestetik,Teknik Informatika
81,79,88,84,68,51,71,70,71,83,70,INTP,Coding,Auditori,Teknik Informatika
78,84,92,86,69,70,69,75,61,72,82,INTP,Coding,Auditori,Teknik Informatika
74,77,91,95,79,68,66,68,75,77,82,INTP,Coding,Kinestetik,Teknik Informatika
70,80,90,87,74,61,60,72,68,86,75,ENTP,Coding,Auditori,Teknik Informatika
83,76,96,81,75,52,73,70,79,90,83,INTP,Game,Kinestetik,Teknik Informatika
71,81,88,88,70,75,72,77,63,89,71,ENTP,Game,Auditori,Teknik Informatika
76,85,98,95,65,73,73,77,61,76,70,ENTP,Coding,Kinestetik,Teknik Informatika
74,70,96,85,73,72,74,80,75,79,85,ENTP,Coding,Auditori,Teknik Informatika
79,85,100,93,70,71,65,79,60,76,81,ENTP,Coding,Kinestetik,Teknik Informatika
75,71,93,81,67,74,74,77,72,70,83,ENTP,Game,Visual,Teknik Informatika
84,83,88,90,71,64,60,65,73,81,75,ENTP,Game,Visual,Teknik Informatika
84,76,98,88,78,70,63,77,80,86,77,ENTP,Game,Auditori,Teknik Informatika
85,73,98,93,72,59,68,69,85,85,83,INTP,Coding,Kinestetik,Teknik Informatika
84,75,90,80,68,53,61,72,69,72,73,INTP,Game,Visual,Teknik Informatika
80,77,90,80,74,73,62,72,70,75,70,ENTP,Game,Auditori,Teknik Informatika
78,71,86,91,73,66,70,71,60,86,77,INTP,Coding,Auditori,Teknik Informatika
78,73,87,85,69,52,75,80,66,90,76,INTP,Coding,Auditori,Teknik Informatika
81,85,100,80,68,68,74,66,82,86,73,INTP,Coding,Visual,Teknik Informatika
84,75,88,86,76,57,64,79,63,74,72,ENTP,Game,Kinestetik,Teknik Informatika
79,77,93,87,75,71,62,69,66,71,70,INTP,Coding,Kinestetik,Teknik Informatika
77,78,87,85,78,61,68,72,64,90,84,ENTP,Game,Kinestetik,Teknik Informatika
79,74,85,80,75,67,73,76,61,77,71,INTP,Coding,Kinestetik,Teknik Informatika
76,73,90,82,72,60,74,74,78,77,80,INTP,Game,Kinestetik,Teknik Informatika
72,81,85,82,71,69,63,66,81,78,71,ENTP,Coding,Kinestetik,Teknik Informatika
73,70,90,87,67,62,66,66,77,90,81,ENTP,Coding,Auditori,Teknik Informatika
81,77,89,89,76,63,68,79,76,73,71,ENTP,Game,Auditori,Teknik Informatika
81,78,91,87,79,52,72,74,70,73,74,INTP,Game,Kinestetik,Teknik Informatika
81,81,91,90,79,71,68,67,76,84,77,INTP,Coding,Auditori,Teknik Informatika
72,77,87,90,68,73,73,73,82,70,83,INTP,Game,Auditori,Teknik Informatika
71,74,90,85,75,63,72,72,78,74,77,ENTP,Game,Visual,Teknik Informatika
76,76,97,86,67,64,70,68,81,85,76,ENTP,Coding,Auditori,Teknik Informatika
73,80,98,93,77,57,70,80,72,88,79,INTP,Coding,Auditori,Teknik Informatika
83,70,98,90,69,58,64,67,65,85,73,ENTP,Coding,Auditori,Teknik Informatika
72,80,85,91,68,61,66,75,73,85,82,INTP,Coding,Auditori,Teknik Informatika
71,76,99,88,76,60,72,65,67,77,75,ENTP,Game,Auditori,Teknik Informatika
78,83,90,93,75,70,65,72,72,73,79,ENTP,Coding,Kinestetik,Teknik Informatika
85,81,98,94,71,61,73,79,74,82,72,ENTP,Coding,Kinestetik,Teknik Informatika
84,73,95,82,79,52,73,80,68,85,85,INTP,Coding,Visual,Teknik Informatika
73,79,88,81,70,64,75,77,85,88,80,ENTP,Coding,Kinestetik,Teknik Informatika
77,80,95,90,75,74,62,78,66,83,81,ENTP,Game,Auditori,Teknik Informatika
84,74,100,80,75,67,69,75,83,71,76,INTP,Game,Kinestetik,Teknik Informatika
71,75,93,91,77,53,71,68,62,74,80,INTP,Game,Auditori,Teknik Informatika
81,79,93,94,77,60,75,65,78,77,78,ENTP,Game,Auditori,Teknik Informatika
71,85,93,81,69,67,70,65,73,83,75,ENTP,Game,Auditori,Teknik Informatika
80,78,85,93,78,54,62,73,72,76,71,ENTP,Game,Visual,Teknik Informatika
80,71,98,84,76,73,75,76,74,83,71,INTP,Coding,Kinestetik,Teknik Informatika
74,82,88,84,69,53,74,65,60,84,84,INTP,Game,Visual,Teknik Informatika
84,78,93,84,67,70,67,80,71,77,84,ENTP,Game,Visual,Teknik Informatika
80,71,87,81,80,74,65,69,67,78,75,ENTP,Game,Auditori,Teknik Informatika
74,74,93,87,71,67,64,66,63,88,82,ENTP,Game,Visual,Teknik Informatika
85,83,92,90,75,68,68,67,75,70,75,INTP,Coding,Kinestetik,Teknik Informatika
78,75,93,88,75,50,71,74,82,88,76,INTP,Coding,Visual,Teknik Informatika
75,76,100,95,65,57,66,65,67,75,81,ENTP,Coding,Visual,Teknik Informatika
77,84,92,84,68,65,65,80,67,90,82,INTP,Game,Kinestetik,Teknik Informatika
83,74,86,91,79,64,75,74,67,75,83,INTP,Game,Auditori,Teknik Informatika
73,73,90,92,70,75,70,73,71,77,81,INTP,Game,Kinestetik,Teknik Informatika
84,78,96,91,72,52,67,78,74,82,80,ENTP,Coding,Visual,Teknik Informatika
70,83,99,82,76,71,66,79,70,89,81,ENTP,Coding,Visual,Teknik Informatika
75,84,100,92,79,73,71,65,82,71,76,ENTP,Coding,Visual,Teknik Informatika
71,80,91,94,76,57,71,78,85,82,84,ENTP,Coding,Auditori,Teknik Informatika
81,79,85,90,75,60,72,66,67,84,74,INTP,Coding,Kinestetik,Teknik Informatika
74,84,87,80,74,63,72,79,60,80,71,INTP,Coding,Visual,Teknik Informatika
77,76,99,86,69,64,72,80,75,72,84,INTP,Game,Visual,Teknik Informatika
79,82,88,94,69,58,74,77,80,84,79,ENTP,Game,Kinestetik,Teknik Informatika
71,77,90,92,79,73,66,80,78,71,81,INTP,Coding,Kinestetik,Teknik Informatika
78,85,87,86,67,65,62,66,71,76,70,ENTP,Game,Visual,Teknik Informatika
85,81,98,88,69,63,60,80,69,83,78,ENTP,Game,Kinestetik,Teknik Informatika
71,76,85,91,78,72,62,78,74,84,82,ENTP,Coding,Visual,Teknik Informatika
80,70,88,93,69,73,63,74,81,88,79,INTP,Game,Kinestetik,Teknik Informatika
76,77,85,88,71,52,72,78,66,90,84,ENTP,Game,Auditori,Teknik Informatika
77,80,92,83,68,73,71,79,77,87,85,INTP,Coding,Auditori,Teknik Informatika
85,70,86,90,71,67,71,69,65,90,74,INTP,Coding,Auditori,Teknik Informatika
71,83,97,86,80,55,62,79,68,74,77,INTP,Coding,Auditori,Teknik Informatika
80,74,95,90,74,70,68,68,77,87,82,ENTP,Game,Kinestetik,Teknik Informatika
84,76,97,84,75,54,64,79,84,71,84,ENTP,Coding,Kinestetik,Teknik Informatika
81,82,96,81,74,53,69,71,80,83,80,INTP,Coding,Kinestetik,Teknik Informatika
72,74,94,88,67,55,75,69,68,77,77,INTP,Coding,Kinestetik,Teknik Informatika
81,71,86,85,67,63,60,69,82,78,80,INTP,Coding,Auditori,Teknik Informatika
70,82,93,91,73,74,70,70,65,88,80,INTP,Game,Auditori,Teknik Informatika
73,81,99,94,76,69,68,74,69,83,80,INTP,Coding,Auditori,Teknik Informatika
83,75,93,91,77,64,61,71,81,87,72,ENTP,Game,Visual,Teknik Informatika
80,79,97,89,70,59,71,75,83,90,80,ENTP,Game,Kinestetik,Teknik Informatika
78,84,99,82,77,68,60,74,82,80,73,ENTP,Game,Kinestetik,Teknik Informatika
75,74,98,88,77,56,64,68,84,74,72,INTP,Game,Kinestetik,Teknik Informatika
70,75,95,86,76,51,71,71,83,76,73,ESTJ,Robotik,Kinestetik,Teknik Elektro
79,76,87,83,76,57,74,69,81,82,70,ESTJ,Robotik,Visual,Teknik Elektro
84,80,98,82,77,54,71,71,69,82,85,ISTJ,Elektronik,Auditori,Teknik Elektro
83,77,98,89,73,71,66,75,81,82,75,ISTJ,Robotik,Auditori,Teknik Elektro
81,78,98,89,67,55,62,68,73,75,80,ESTJ,Robotik,Auditori,Teknik Elektro
71,70,87,87,71,55,75,79,68,71,73,ISTJ,Robotik,Auditori,Teknik Elektro
77,84,100,91,70,53,65,77,82,86,70,ISTJ,Elektronik,Visual,Teknik Elektro
77,72,89,92,71,59,66,74,66,75,79,ISTJ,Robotik,Visual,Teknik Elektro
73,75,88,90,75,50,71,71,85,83,71,ESTJ,Robotik,Auditori,Teknik Elektro
84,74,100,95,78,67,70,66,83,79,75,ISTJ,Robotik,Visual,Teknik Elektro
72,73,92,94,71,71,73,72,79,86,77,ESTJ,Elektronik,Auditori,Teknik Elektro
80,79,86,85,79,73,68,74,66,71,84,ISTJ,Elektronik,Kinestetik,Teknik Elektro
83,78,99,91,72,65,61,72,60,72,75,ISTJ,Elektronik,Visual,Teknik Elektro
75,77,85,93,69,63,68,73,67,86,81,ESTJ,Elektronik,Visual,Teknik Elektro
75,84,95,87,80,56,74,76,65,78,81,ESTJ,Robotik,Visual,Teknik Elektro
80,71,96,94,71,55,71,80,85,82,70,ISTJ,Elektronik,Kinestetik,Teknik Elektro
84,84,86,95,79,67,67,80,64,75,78,ESTJ,Robotik,Kinestetik,Teknik Elektro
79,77,94,93,70,58,69,75,75,77,78,ISTJ,Robotik,Kinestetik,Teknik Elektro
83,71,87,82,73,73,66,70,74,90,85,ISTJ,Elektronik,Kinestetik,Teknik Elektro
82,70,86,83,76,51,74,68,74,74,71,ESTJ,Robotik,Auditori,Teknik Elektro
79,73,92,90,67,55,61,70,75,75,71,ESTJ,Robotik,Kinestetik,Teknik Elektro
75,75,98,84,69,62,70,74,61,70,84,ISTJ,Robotik,Auditori,Teknik Elektro
72,80,95,87,65,50,75,70,84,88,75,ESTJ,Robotik,Auditori,Teknik Elektro
78,85,89,87,71,74,60,71,69,82,84,ISTJ,Elektronik,Kinestetik,Teknik Elektro
74,76,90,86,79,52,71,80,65,89,84,ESTJ,Elektronik,Auditori,Teknik Elektro
80,84,91,86,71,62,74,74,70,81,73,ESTJ,Elektronik,Auditori,Teknik Elektro
83,78,86,89,74,66,70,65,84,86,84,ISTJ,Robotik,Auditori,Teknik Elektro
72,83,96,82,68,64,68,75,72,70,80,ESTJ,Robotik,Visual,Teknik Elektro
83,72,95,94,67,75,67,65,77,73,74,ISTJ,Elektronik,Auditori,Teknik Elektro
70,70,94,80,70,66,71,71,82,74,75,ISTJ,Elektronik,Visual,Teknik Elektro
76,78,93,92,79,63,64,77,78,80,79,ISTJ,Robotik,Auditori,Teknik Elektro
81,71,92,84,72,55,72,79,82,76,75,ESTJ,Elektronik,Visual,Teknik Elektro
83,70,85,91,68,68,60,73,84,78,72,ESTJ,Elektronik,Kinestetik,Teknik Elektro
77,84,98,95,79,67,67,77,69,82,80,ISTJ,Robotik,Auditori,Teknik Elektro
79,85,88,94,70,74,62,74,67,79,72,ESTJ,Elektronik,Kinestetik,Teknik Elektro
71,79,91,94,76,67,64,74,84,73,83,ESTJ,Robotik,Visual,Teknik Elektro
80,80,92,82,71,69,60,75,73,80,71,ISTJ,Elektronik,Visual,Teknik Elektro
73,73,89,83,65,73,70,71,65,73,73,ISTJ,Elektronik,Visual,Teknik Elektro
77,75,100,94,65,65,74,73,81,90,74,ISTJ,Elektronik,Kinestetik,Teknik Elektro
76,79,96,88,65,65,70,67,71,85,79,ISTJ,Elektronik,Visual,Teknik Elektro
77,71,97,88,71,73,63,76,85,79,71,ISTJ,Robotik,Kinestetik,Teknik Elektro
76,77,99,93,70,61,67,68,61,79,80,ISTJ,Elektronik,Visual,Teknik Elektro
79,70,100,86,74,53,63,72,68,76,85,ISTJ,Elektronik,Auditori,Teknik Elektro
82,83,95,93,69,52,63,72,71,81,83,ESTJ,Elektronik,Kinestetik,Teknik Elektro
80,74,88,91,65,57,74,67,62,73,85,ISTJ,Elektronik,Auditori,Teknik Elektro
85,75,99,85,68,73,74,67,79,73,74,ESTJ,Elektronik,Kinestetik,Teknik Elektro
76,74,87,90,69,73,61,65,83,81,76,ISTJ,Elektronik,Kinestetik,Teknik Elektro
74,70,97,92,76,71,72,77,80,83,84,ISTJ,Elektronik,Visual,Teknik Elektro
85,75,93,83,77,60,60,73,68,83,81,ISTJ,Elektronik,Auditori,Teknik Elektro
81,77,88,82,75,58,70,75,81,80,78,ISTJ,Elektronik,Visual,Teknik Elektro
82,80,98,87,76,55,62,77,85,83,85,ISTJ,Elektronik,Kinestetik,Teknik Elektro
79,75,88,86,79,72,69,75,67,71,81,ESTJ,Elektronik,Kinestetik,Teknik Elektro
83,77,96,87,79,67,67,69,65,80,74,ESTJ,Robotik,Auditori,Teknik Elektro
74,78,89,83,66,50,60,70,71,82,84,ESTJ,Robotik,Visual,Teknik Elektro
72,77,96,87,72,75,74,72,70,73,76,ISTJ,Robotik,Auditori,Teknik Elektro
77,77,95,93,72,52,72,76,75,77,82,ISTJ,Elektronik,Visual,Teknik Elektro
71,77,94,90,74,58,65,76,75,72,74,ESTJ,Robotik,Visual,Teknik Elektro
77,72,96,91,76,58,67,72,85,72,75,ISTJ,Elektronik,Visual,Teknik Elektro
80,72,96,82,71,61,69,78,82,83,76,ISTJ,Robotik,Kinestetik,Teknik Elektro
74,71,95,86,80,52,61,79,73,79,81,ISTJ,Elektronik,Auditori,Teknik Elektro
80,72,96,82,79,75,70,79,69,82,80,ESTJ,Elektronik,Kinestetik,Teknik Elektro
76,71,85,95,76,52,75,71,62,70,73,ISTJ,Elektronik,Visual,Teknik Elektro
75,77,97,88,76,75,68,73,71,86,73,ESTJ,Robotik,Visual,Teknik Elektro
81,74,90,85,71,63,73,69,84,79,74,ISTJ,Robotik,Auditori,Teknik Elektro
76,77,96,85,73,54,68,69,75,81,73,ESTJ,Robotik,Kinestetik,Teknik Elektro
74,73,98,88,77,50,69,69,61,89,80,ISTJ,Elektronik,Visual,Teknik Elektro
70,85,89,80,80,63,74,72,73,75,73,ESTJ,Robotik,Kinestetik,Teknik Elektro
85,84,100,87,66,51,73,77,77,74,76,ESTJ,Elektronik,Kinestetik,Teknik Elektro
74,73,97,82,80,73,74,75,69,81,71,ESTJ,Robotik,Auditori,Teknik Elektro
80,75,85,85,76,59,69,72,82,90,77,ISTJ,Robotik,Auditori,Teknik Elektro
80,77,91,95,74,57,71,80,84,84,78,ESTJ,Robotik,Visual,Teknik Elektro
72,83,89,95,80,69,71,78,70,90,83,ESTJ,Robotik,Auditori,Teknik Elektro
83,70,92,83,68,70,67,69,62,70,85,ESTJ,Robotik,Auditori,Teknik Elektro
83,74,96,89,68,70,61,68,62,80,71,ESTJ,Robotik,Kinestetik,Teknik Elektro
84,80,94,88,74,51,72,65,63,87,74,ISTJ,Elektronik,Kinestetik,Teknik Elektro
83,74,91,82,65,59,72,74,64,82,74,ESTJ,Elektronik,Visual,Teknik Elektro
79,82,98,93,68,52,66,80,82,82,71,ESTJ,Robotik,Visual,Teknik Elektro
73,76,93,94,71,71,75,68,64,75,85,ESTJ,Robotik,Visual,Teknik Elektro
71,81,90,83,76,56,61,67,73,74,77,ESTJ,Elektronik,Visual,Teknik Elektro
81,79,87,88,65,60,67,75,81,85,75,ESTJ,Robotik,Auditori,Teknik Elektro
81,78,100,81,68,65,73,68,71,84,81,ISTJ,Elektronik,Visual,Teknik Elektro
85,72,98,84,69,52,73,73,62,86,79,ESTJ,Robotik,Visual,Teknik Elektro
79,74,94,94,67,56,70,80,60,73,79,ESTJ,Elektronik,Auditori,Teknik Elektro
71,71,85,85,65,68,61,75,85,82,84,ESTJ,Robotik,Kinestetik,Teknik Elektro
83,76,98,89,77,68,62,75,84,88,71,ISTJ,Robotik,Auditori,Teknik Elektro
85,73,99,94,78,70,66,78,83,84,75,ISTJ,Elektronik,Visual,Teknik Elektro
79,79,97,92,71,75,68,79,79,71,83,ESTJ,Robotik,Auditori,Teknik Elektro
85,83,87,87,73,70,63,76,71,81,84,ISTJ,Robotik,Visual,Teknik Elektro
77,72,85,86,69,58,64,72,73,83,75,ISTJ,Elektronik,Auditori,Teknik Elektro
83,83,100,88,71,72,64,77,70,87,73,ESTJ,Robotik,Visual,Teknik Elektro
70,77,91,95,71,75,66,70,85,78,81,ESTJ,Robotik,Auditori,Teknik Elektro
75,76,89,95,78,59,69,67,74,77,71,ISTJ,Elektronik,Visual,Teknik Elektro
79,71,95,81,70,67,74,75,74,73,76,ISTJ,Elektronik,Auditori,Teknik Elektro
70,83,88,92,77,53,67,67,71,80,73,ESTJ,Elektronik,Visual,Teknik Elektro
75,76,99,80,70,62,66,79,62,86,83,ESTJ,Robotik,Auditori,Teknik Elektro
78,85,89,86,71,66,74,65,72,78,84,ESTJ,Elektronik,Visual,Teknik Elektro
72,72,97,87,66,64,68,70,77,87,74,ISTJ,Robotik,Auditori,Teknik Elektro
70,72,87,91,67,50,60,72,65,87,74,ESTJ,Robotik,Kinestetik,Teknik Elektro
79,70,96,92,66,62,71,73,60,84,73,ISTJ,Robotik,Auditori,Teknik Elektro
78,76,88,89,72,71,65,76,67,89,75,ISTJ,Elektronik,Visual,Teknik Elektro
84,78,100,93,65,70,63,75,85,85,77,ESTJ,Elektronik,Visual,Teknik Elektro
80,72,97,88,65,72,73,76,61,77,83,ISTJ,Robotik,Visual,Teknik Elektro
83,84,91,89,70,50,62,79,80,88,81,ESTJ,Robotik,Visual,Teknik Elektro
84,78,89,86,80,52,72,74,61,86,76,ESTJ,Robotik,Visual,Teknik Elektro
73,73,100,95,65,50,75,69,72,79,81,ISTJ,Elektronik,Auditori,Teknik Elektro
76,79,96,87,75,66,63,75,81,86,84,ESTJ,Elektronik,Kinestetik,Teknik Elektro
75,73,100,95,65,64,73,65,60,75,80,ISTJ,Robotik,Kinestetik,Teknik Elektro
80,72,86,84,67,54,69,78,73,90,77,ISTJ,Robotik,Auditori,Teknik Elektro
74,83,93,84,71,50,71,74,83,79,74,ESTJ,Robotik,Kinestetik,Teknik Elektro
73,84,89,95,69,56,73,72,70,71,75,ISTJ,Elektronik,Auditori,Teknik Elektro
85,84,98,82,69,62,60,73,69,89,83,ISTJ,Elektronik,Visual,Teknik Elektro
72,77,99,88,71,69,70,65,61,86,78,ISTJ,Elektronik,Kinestetik,Teknik Elektro
74,78,98,95,80,62,64,76,83,70,74,ISTJ,Elektronik,Kinestetik,Teknik Elektro
81,72,92,82,72,57,67,70,61,75,81,ISTJ,Elektronik,Visual,Teknik Elektro
77,72,91,83,69,69,60,73,62,88,80,ISTJ,Elektronik,Auditori,Teknik Elektro
72,73,87,90,75,67,72,69,67,73,76,ESTJ,Robotik,Kinestetik,Teknik Elektro
83,84,94,80,80,63,69,73,78,78,85,ESTJ,Elektronik,Visual,Teknik Elektro
74,76,86,82,72,56,70,66,85,81,73,ISTJ,Robotik,Visual,Teknik Elektro
76,70,87,94,69,60,60,75,75,88,73,ISTJ,Robotik,Auditori,Teknik Elektro
74,76,90,86,67,64,66,74,72,70,72,ESTJ,Elektronik,Kinestetik,Teknik Elektro
83,72,88,89,80,57,63,76,77,70,75,ESTJ,Elektronik,Visual,Teknik Elektro
77,73,91,93,75,51,67,79,67,86,73,ESTJ,Robotik,Auditori,Teknik Elektro
80,74,100,85,79,65,63,78,78,79,76,ESTJ,Elektronik,Visual,Teknik Elektro
75,84,98,90,72,52,71,71,80,82,74,ESTJ,Elektronik,Visual,Teknik Elektro
74,73,89,83,76,71,66,78,65,84,72,ESTJ,Elektronik,Auditori,Teknik Elektro
71,80,85,95,74,72,61,77,77,71,75,ESTJ,Elektronik,Visual,Teknik Elektro
84,81,87,86,76,65,74,74,81,74,72,ISTJ,Elektronik,Auditori,Teknik Elektro
74,71,87,91,70,68,64,80,73,76,77,ESTJ,Robotik,Auditori,Teknik Elektro
79,70,85,86,74,73,73,75,70,78,79,ISTJ,Robotik,Visual,Teknik Elektro
81,76,92,94,65,67,70,70,83,73,72,ISTJ,Robotik,Kinestetik,Teknik Elektro
78,80,91,81,66,55,63,72,68,88,73,ISTJ,Robotik,Auditori,Teknik Elektro
72,71,99,94,80,62,74,79,83,87,79,ESTJ,Elektronik,Visual,Teknik Elektro
82,75,91,85,73,72,65,80,85,90,81,ESTJ,Elektronik,Kinestetik,Teknik Elektro
72,82,96,85,70,71,71,75,85,79,73,ESTJ,Robotik,Visual,Teknik Elektro
73,82,99,90,65,56,60,75,82,79,72,ISTJ,Robotik,Kinestetik,Teknik Elektro
79,71,100,92,67,70,70,66,84,76,77,ESTJ,Elektronik,Auditori,Teknik Elektro
76,75,96,92,79,70,64,69,67,75,75,ESTJ,Robotik,Visual,Teknik Elektro
85,83,90,92,73,67,63,69,76,75,72,ESTJ,Robotik,Kinestetik,Teknik Elektro
70,73,87,90,80,52,68,68,62,83,72,ISTJ,Elektronik,Visual,Teknik Elektro
76,85,96,91,66,56,60,69,85,88,71,ESTJ,Elektronik,Kinestetik,Teknik Elektro
82,85,92,85,78,74,72,71,75,79,82,ISTJ,Elektronik,Visual,Teknik Elektro
84,75,91,80,79,64,72,76,74,79,80,ISTJ,Elektronik,Visual,Teknik Elektro
77,82,89,85,71,70,73,66,70,82,79,ESTJ,Elektronik,Visual,Teknik Elektro
80,81,86,82,75,51,66,74,61,88,78,ESTJ,Robotik,Auditori,Teknik Elektro
76,73,90,81,70,55,68,69,67,81,72,ESTJ,Elektronik,Visual,Teknik Elektro
78,79,86,92,71,55,60,73,84,77,72,ESTJ,Elektronik,Visual,Teknik Elektro
70,75,88,81,72,62,63,71,68,71,80,ESTJ,Elektronik,Visual,Teknik Elektro
81,75,85,83,73,59,62,74,74,78,70,ISTJ,Elektronik,Auditori,Teknik Elektro
82,80,94,95,79,73,64,67,68,84,75,ISTJ,Robotik,Kinestetik,Teknik Elektro
82,70,97,94,74,72,71,69,72,88,77,ESTJ,Elektronik,Auditori,Teknik Elektro
77,77,98,87,71,75,64,78,73,78,84,ESTJ,Elektronik,Visual,Teknik Elektro
76,83,87,91,76,67,60,80,85,84,85,ESTJ,Robotik,Auditori,Teknik Elektro
70,76,100,84,78,55,64,80,63,75,81,ISTJ,Elektronik,Visual,Teknik Elektro
83,72,88,92,74,74,68,78,82,78,76,ESTJ,Elektronik,Kinestetik,Teknik Elektro
83,85,93,86,70,73,70,69,61,83,79,ESTJ,Elektronik,Visual,Teknik Elektro
84,83,88,81,71,66,67,75,70,72,83,ISTJ,Robotik,Visual,Teknik Elektro
71,70,86,89,68,66,65,68,79,70,76,ISTJ,Elektronik,Kinestetik,Teknik Elektro
72,76,99,87,68,56,66,75,78,90,75,ESTJ,Robotik,Visual,Teknik Elektro
85,84,94,86,70,56,66,76,67,70,82,ISTJ,Elektronik,Kinestetik,Teknik Elektro
83,79,93,84,67,58,68,65,84,73,72,ESTJ,Elektronik,Visual,Teknik Elektro
76,75,94,83,68,63,67,65,72,87,84,ISTJ,Elektronik,Kinestetik,Teknik Elektro
78,85,90,95,70,51,63,77,73,90,73,ISTJ,Robotik,Auditori,Teknik Elektro
84,81,87,85,75,52,69,70,80,75,78,ISTJ,Elektronik,Kinestetik,Teknik Elektro
72,76,87,82,72,54,60,67,81,82,76,ISTJ,Robotik,Kinestetik,Teknik Elektro
77,75,93,94,77,68,66,72,74,85,80,ESTJ,Elektronik,Visual,Teknik Elektro
83,80,88,93,73,70,74,80,73,72,79,ESTJ,Robotik,Kinestetik,Teknik Elektro
78,74,95,89,68,52,73,80,67,81,83,ESTJ,Robotik,Auditori,Teknik Elektro
78,79,100,94,74,59,66,78,66,83,74,ESTJ,Elektronik,Visual,Teknik Elektro
77,79,89,94,70,57,64,65,67,85,84,ESTJ,Elektronik,Kinestetik,Teknik Elektro
83,78,89,89,73,62,66,68,66,74,75,ESTJ,Elektronik,Kinestetik,Teknik Elektro
83,71,100,85,76,53,68,67,72,80,73,ESTJ,Robotik,Visual,Teknik Elektro
82,82,98,87,77,64,65,74,78,87,80,ESTJ,Elektronik,Kinestetik,Teknik Elektro
72,70,98,80,74,58,64,67,66,87,70,ISTJ,Robotik,Auditori,Teknik Elektro
84,71,89,95,76,58,64,76,68,71,80,ISTJ,Robotik,Visual,Teknik Elektro
78,77,94,89,66,53,60,66,76,70,79,ISTJ,Elektronik,Visual,Teknik Elektro
70,75,90,89,73,63,67,77,84,83,84,ESTJ,Elektronik,Kinestetik,Teknik Elektro
85,80,96,85,69,65,62,72,77,74,83,ISTJ,Robotik,Auditori,Teknik Elektro
85,71,92,89,68,73,67,74,70,80,84,ISTJ,Robotik,Auditori,Teknik Elektro
72,85,97,94,66,70,66,72,74,83,71,ISTJ,Elektronik,Auditori,Teknik Elektro
79,84,97,83,68,61,63,68,63,74,81,ISTJ,Elektronik,Visual,Teknik Elektro
85,84,95,83,78,74,62,78,74,90,84,ISTJ,Elektronik,Kinestetik,Teknik Elektro
81,70,96,89,68,71,69,66,81,87,72,ISTJ,Elektronik,Visual,Teknik Elektro
71,79,85,82,75,61,60,69,80,85,85,ISTJ,Elektronik,Visual,Teknik Elektro
71,76,88,87,73,52,74,78,69,77,84,ISTJ,Robotik,Auditori,Teknik Elektro
85,84,94,88,70,57,67,76,79,70,74,ISTJ,Elektronik,Auditori,Teknik Elektro
75,73,86,82,75,64,61,69,66,84,82,ESTJ,Elektronik,Kinestetik,Teknik Elektro
85,75,89,82,77,70,60,75,64,89,85,ISTJ,Elektronik,Visual,Teknik Elektro
71,82,87,81,72,58,65,74,77,81,79,ISTJ,Elektronik,Kinestetik,Teknik Elektro
78,78,94,92,67,69,60,80,73,75,82,ISTJ,Elektronik,Kinestetik,Teknik Elektro
80,84,99,90,67,62,69,73,60,86,78,ESTJ,Elektronik,Visual,Teknik Elektro
75,85,99,93,66,50,62,80,65,77,80,ESTJ,Elektronik,Kinestetik,Teknik Elektro
71,73,99,89,79,65,73,69,82,84,79,ISTJ,Robotik,Auditori,Teknik Elektro
75,81,85,85,80,66,66,74,75,72,85,ESTJ,Elektronik,Kinestetik,Teknik Elektro
78,75,88,89,80,59,72,71,63,74,78,ESTJ,Robotik,Visual,Teknik Elektro
82,79,97,83,73,64,61,74,80,86,81,ESTJ,Elektronik,Kinestetik,Teknik Elektro
80,78,90,80,76,65,63,73,77,78,77,ESTJ,Robotik,Visual,Teknik Elektro
85,76,89,80,69,68,66,67,85,83,74,ESTJ,Robotik,Visual,Teknik Elektro
75,81,95,88,72,60,67,78,64,74,76,ESTJ,Robotik,Kinestetik,Teknik Elektro
70,75,99,93,72,74,75,79,63,73,72,ISTP,Otomotif,Kinestetik,Teknik Mesin
79,80,91,83,76,68,68,65,68,72,82,ESTP,Teknologi,Visual,Teknik Mesin
70,70,91,83,71,57,73,70,79,80,81,ESTP,Otomotif,Visual,Teknik Mesin
